Ticker,Date,RS_Rating,Close,Prev20High,RVOL,OBV_Up,MFI,VolSurge,Tight,BaseWeeks,StrictConfirm,HighQuality,R1,R3,R5,R10
3MINDIA.NS,2026-02-09,103.1,36485.0,36150.0,1.88,True,51.724714062802825,True,False,4,True,True,3.151980265862675,2.8230779772509207,-1.0689324379882126,-1.0141153898862498
3MINDIA.NS,2026-04-27,103.1,33630.0,33260.0,0.63,True,81.5520425771501,False,True,2,True,True,-1.1002081474873582,-0.9812667261373753,-3.5831103181683033,-7.820398453761523
AADHARHFC.NS,2025-07-21,107.4,516.3499755859375,509.3999938964844,1.55,True,78.37635574037401,False,False,0,True,False,0.6294180601658761,-0.9005449014749423,0.038735783187426875,-3.1470843905786805
AADHARHFC.NS,2025-09-16,107.4,537.7999877929688,530.0,7.94,True,77.75114230605365,True,True,8,True,True,0.09297136692991703,0.2510295001370455,-0.45556196776530555,-5.12272004802915
AADHARHFC.NS,2026-04-16,107.4,491.6000061035156,483.70001220703125,0.83,True,67.87239547777548,False,False,4,True,True,0.9865756800853998,0.6204206173924476,-0.6204268251991496,-0.6102522300148849
AADHARHFC.NS,2026-05-05,107.4,517.4500122070312,506.70001220703125,3.47,True,64.78242650275325,True,True,3,True,True,-3.352982064782306,-3.101752426691462,-5.826654498560435,-8.648178363960612
AARTIDRUGS.NS,2026-04-27,98.0,381.79998779296875,379.0,1.45,True,59.13008431085626,True,True,2,True,True,-0.6154991254771258,-1.4405448339046,3.6799420533678795,0.5500278079250132
AARTIDRUGS.NS,2026-05-04,98.0,395.8500061035156,385.29998779296875,4.31,True,72.95798844705006,True,True,2,True,True,-1.1367942227145655,0.4547146053341278,-3.0188232974048046,-7.566000188263045
AARTIDRUGS.NS,2026-05-06,98.0,400.45001220703125,399.0,1.27,True,74.40553522535743,False,True,3,True,True,-0.6992179361201445,-4.132854989648638,-8.140842829257188,-4.694722871135115
AARTIIND.NS,2025-11-03,123.7,388.6499938964844,388.0,2.16,True,48.74829561967323,True,False,12,True,True,-0.9134151160991033,0.8104963195556758,-0.540333497104073,0.295894484637671
AARTIIND.NS,2026-02-03,123.7,429.70001220703125,379.70001220703125,20.88,True,87.15404215486163,True,False,3,True,True,3.07190628681977,2.6181055807323883,8.866645218427593,5.876192525643775
AARTIIND.NS,2026-02-05,123.7,453.6000061035156,448.0,0.68,True,90.27534939655338,True,False,0,True,True,-2.7887993223698393,3.130507385004866,2.6455026099055035,0.1873911137738382
AARTIIND.NS,2026-02-09,123.7,470.3999938964844,456.3999938964844,0.72,True,89.45346991861292,True,False,0,True,True,-0.5527223931231173,-1.0204055814730828,-3.2206620095786564,-5.03826147894647
AARTIIND.NS,2026-04-20,123.7,445.6499938964844,442.5,0.61,True,58.837141215155015,False,False,1,False,False,1.245376054428049,4.54392466674276,9.671268191137216,15.135191880002674
AARTIIND.NS,2026-04-21,123.7,451.20001220703125,448.0,0.44,True,65.69043715836143,False,True,1,True,True,4.255314975621793,4.776149647593675,11.192375583719683,8.15602544267735
AARTIIND.NS,2026-04-22,123.7,470.3999938964844,455.6000061035156,1.05,True,73.644120127608,False,False,1,True,False,-0.956632665473689,3.900936722281023,6.792094519895375,5.835461854421675
AARTIIND.NS,2026-04-27,123.7,488.75,480.20001220703125,2.33,True,81.48725555850318,True,False,1,True,True,2.6496188658887476,3.8363171355498826,4.982092191496168,-0.2659821571291521
AARTIIND.NS,2026-04-28,123.7,501.70001220703125,498.3500061035156,1.73,True,83.6575955434038,True,False,1,True,True,0.1295582779886617,1.1560669028995996,-2.730717933763538,-6.617502770426675
AARTIPHARM.NS,2025-09-09,96.9,902.290771484375,897.6133364050921,1.1,True,72.23225461949387,False,True,2,True,True,-0.694873048552902,2.1728210233122436,0.9120530074411937,-3.6002113760467025
AARTIPHARM.NS,2025-09-12,96.9,921.8959350585938,912.5909772320709,0.84,True,68.87359051065474,False,True,2,True,True,1.6940028440826538,-0.5899164233757137,0.6873453549088415,-10.80261485057642
AARTIPHARM.NS,2025-09-15,96.9,937.5128784179688,923.3389753723822,1.37,True,80.05698659328071,False,True,1,True,True,-2.8791857091025608,-4.172429662587318,-4.204362817672235,-13.879724699094298
AARTIPHARM.NS,2025-12-15,96.9,755.6982421875,753.3532529651003,1.89,True,77.29214356658753,False,True,2,True,True,-0.31031324507162505,-3.935028139073571,2.911659139222178,-1.3865035828051209
AARTIPHARM.NS,2025-12-22,96.9,777.7015991210938,762.2343762707997,1.91,True,74.43688656444652,False,True,3,True,True,0.23097093415618275,-4.728296011344657,-4.176555657520408,-5.446840858357993
AARTIPHARM.NS,2026-01-14,96.9,790.1751708984375,782.5912827946264,1.17,True,74.01879358773306,True,True,4,True,True,0.0,-1.8690383223533003,0.2588939019313008,-5.329288912679598
AARTIPHARM.NS,2026-04-27,96.9,712.75,711.0,1.29,True,71.23031024062306,False,True,2,True,True,-0.070150824272186,3.8582953349701965,13.09715546628376,4.223076195852338
AARTIPHARM.NS,2026-05-04,96.9,806.0999755859375,753.4000244140625,2.35,True,72.85131415721526,True,False,1,True,True,-4.79468608727005,-3.5293328412763336,-7.8464212772150095,-13.000867258033566
AAVAS.NS,2026-04-10,114.6,1243.800048828125,1231.199951171875,2.17,True,59.88190807890785,False,True,1,False,True,3.1998653477551153,5.18572097346115,9.00466277562244,11.344265158927925
AAVAS.NS,2026-04-13,114.6,1283.5999755859375,1247.0,1.61,True,68.23627200342571,False,True,1,True,True,0.7323172789693855,5.009352606038608,9.052670259606742,7.206294932950241
AAVAS.NS,2026-04-15,114.6,1293.0,1290.0,0.89,True,68.47766099386422,False,True,0,True,True,1.183298439916869,4.85692566342808,7.656612529002316,6.890949387930201
AAVAS.NS,2026-04-17,114.6,1347.9000244140625,1321.0,0.41,True,75.70146358708661,False,False,1,True,False,0.5860986921115918,3.2717541944631945,4.7036147537442785,2.433409463885927
